H HEADER INFORMATION ------------------------------------------- 
H COMPANY : OXY, Texas, USA Inc
H FIELD   : Reeves County, TX
H SITE    : Weinert State
H WELL    : Weinert State 34-39-1S 81H
H WELLPATH: Wellbore #1
H USWN:           (PPDM UNITED STATES WELL NUMBER / API-10)
H DEPTH UNIT: usft
H SURVEY PROCESSED AND EXPORTED:    10-Jun-2019
H SPUD DATE: 01-Jan-1990
H LAST SURVEY DATE:  01-Jan-1990
H---------------------------------------------------------------------------
H WELL SURFACE LOCATION (SLOC) INFORMATION 
H WELL SLOC EASTING (+E/-W) MAP : 1035893.910  usft
H WELL SLOC NORTHING (+N/-S) MAP : 582004.170  usft
H WELL SLOC LATITUDE (DEG-MIN-SEC): 31° 13' 48.721 N
H WELL SLOC LONGITUDE (DEG-MIN-SEC): 103° 25' 6.135 W
H WELL SLOC LATITUDE (DECIMAL DEGREES): 31.23020024
H WELL SLOC LONGITUDE (DECIMAL DEGREES): -103.41837086
H---------------------------------------------------------------------------
H WELL REFERENCE INFORMATION 
H COORDINATE REFERENCE SYSTEM (CRS): NAD 1927 (NADCON CONUS) US State Plane 1927 (Exact solution), Texas Central 4203
H ZERO MEASURED DEPTH ELEVATION ABOVE THE VERTICAL REFERENCE DATUM 
H ZMDE TO VRD (DATUM ELEVATION): 2683.50  usft
H VERTICAL REFERENCE DATUM (VRD):  Mean Sea Level                    
H VERTICAL SECTION ANGLE : 183.63° 
H AZIMUTH NORTH REFERENCE: Grid
H---------------------------------------------------------------------------
H WELL BOTTOM HOLE LOCATION (BHL) INFORMATION 
H WELL BHL EASTING (+E/-W) MAP : 1035201.790  usft
H WELL BHL NORTHING (+N/-S) MAP : 571079.965  usft
H WELL BHL LATITUDE (DEG-MIN-SEC): 31° 12' 0.443 N
H WELL BHL LONGITUDE (DEG-MIN-SEC): 103° 25' 10.613 W
H WELL BHL LATITUDE (DECIMAL DEGREES): 31.20006060
H WELL BHL LONGITUDE (DECIMAL DEGREES): -103.41940801
H TOTAL MEASURED DEPTH:  21006.04ft
H TOTAL CLOSURE DISTANCE (BOTTOM HOLE DISPLACEMENT OR TOTAL DEPARTURE):  10946.11ft
H---------------------------------------------------------------------------
H SURVEY TYPE INFORMATION
H  0.00 - 21006.04 PLAN3 : A010MB_MWD+IFR1+SAG+MS
H---------------------------------------------------------------------------
H SURVEY LISTING
        MD       INC       AZI    TVDrkb     TVDss     +N/-S     +E/-W DOGLEG   CL-DIST    CL@AZIM       VSEC INTERVAL    NORTHING(Y)    EASTING(X)             LATTITUDE                    LONGITUDE                 COMMENT -  TOOL
      0.00      0.00      0.00      0.00  -2683.50      0.00      0.00   0.00      0.00       0.00       0.00     0.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	                     UNDEFINED
  19100.00     90.48    181.60  10219.50   7536.00  -9018.97   -638.91   0.00   9041.57     184.05    9041.32   100.00     572985.198   1035255.004      31° 12' 19.309 N	     103° 25' 10.610 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  19200.00     90.48    181.60  10218.66   7535.16  -9118.93   -641.70   0.00   9141.48     184.03    9141.26   100.00     572885.240   1035252.212      31° 12' 18.319 N	     103° 25' 10.610 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  19300.00     90.48    181.60  10217.82   7534.32  -9218.89   -644.49   0.00   9241.39     184.00    9241.19   100.00     572785.283   1035249.420      31° 12' 17.329 N	     103° 25' 10.610 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  19400.00     90.48    181.60  10216.98   7533.48  -9318.84   -647.28   0.00   9341.30     183.97    9341.13   100.00     572685.325   1035246.629      31° 12' 16.339 N	     103° 25' 10.610 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  19500.00     90.48    181.60  10216.14   7532.64  -9418.80   -650.07   0.00   9441.21     183.95    9441.06   100.00     572585.368   1035243.837      31° 12' 15.349 N	     103° 25' 10.610 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  19600.00     90.48    181.60  10215.30   7531.80  -9518.76   -652.87   0.00   9541.12     183.92    9540.99   100.00     572485.410   1035241.045      31° 12' 14.360 N	     103° 25' 10.611 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  19700.00     90.48    181.60  10214.47   7530.97  -9618.72   -655.66   0.00   9641.04     183.90    9640.93   100.00     572385.453   1035238.253      31° 12' 13.370 N	     103° 25' 10.611 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  19800.00     90.48    181.60  10213.63   7530.13  -9718.67   -658.45   0.00   9740.95     183.88    9740.86   100.00     572285.495   1035235.461      31° 12' 12.380 N	     103° 25' 10.611 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  19900.00     90.48    181.60  10212.79   7529.29  -9818.63   -661.24   0.00   9840.87     183.85    9840.80   100.00     572185.538   1035232.669      31° 12' 11.390 N	     103° 25' 10.611 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  20000.00     90.48    181.60  10211.95   7528.45  -9918.59   -664.03   0.00   9940.79     183.83    9940.73   100.00     572085.580   1035229.877      31° 12' 10.400 N	     103° 25' 10.611 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  20100.00     90.48    181.60  10211.11   7527.61 -10018.55   -666.82   0.00  10040.71     183.81   10040.66   100.00     571985.623   1035227.085       31° 12' 9.411 N	     103° 25' 10.612 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  20200.00     90.48    181.60  10210.27   7526.77 -10118.50   -669.62   0.00  10140.64     183.79   10140.60   100.00     571885.665   1035224.294       31° 12' 8.421 N	     103° 25' 10.612 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  20300.00     90.48    181.60  10209.43   7525.93 -10218.46   -672.41   0.00  10240.56     183.76   10240.53   100.00     571785.708   1035221.502       31° 12' 7.431 N	     103° 25' 10.612 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  20400.00     90.48    181.60  10208.59   7525.09 -10318.42   -675.20   0.00  10340.49     183.74   10340.47   100.00     571685.750   1035218.710       31° 12' 6.441 N	     103° 25' 10.612 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  20500.00     90.48    181.60  10207.75   7524.25 -10418.38   -677.99   0.00  10440.41     183.72   10440.40   100.00     571585.793   1035215.918       31° 12' 5.452 N	     103° 25' 10.612 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  20600.00     90.48    181.60  10206.91   7523.41 -10518.33   -680.78   0.00  10540.34     183.70   10540.33   100.00     571485.835   1035213.126       31° 12' 4.462 N	     103° 25' 10.613 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  20700.00     90.48    181.60  10206.07   7522.57 -10618.29   -683.58   0.00  10640.27     183.68   10640.27   100.00     571385.878   1035210.334       31° 12' 3.472 N	     103° 25' 10.613 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  20800.00     90.48    181.60  10205.23   7521.73 -10718.25   -686.37   0.00  10740.20     183.66   10740.20   100.00     571285.920   1035207.542       31° 12' 2.482 N	     103° 25' 10.613 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  20900.00     90.48    181.60  10204.39   7520.89 -10818.21   -689.16   0.00  10840.14     183.65   10840.14   100.00     571185.963   1035204.751       31° 12' 1.492 N	     103° 25' 10.613 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  21006.04     90.48    181.60  10203.50   7520.00 -10924.20   -692.12   0.00  10946.11     183.63   10946.11   106.04     571079.965   1035201.790       31° 12' 0.443 N	     103° 25' 10.613 W	    A010Mb_MWD+IFR1+SAG+MS (1)


 All data are in feet unless otherwise stated. Directions and coordinates are relative to Grid North.
 Vertical depths are relative to GL 2657' + 26.5' KB.  Northings and Eastings are relative to Well.
 
 The Dogleg Severity is in Degrees per 100 feet.
 Vertical Section is from Slot and calculated along an Azimuth of 183.626° (Grid).

 Coordinate System is NAD 1927 (NADCON CONUS) US State Plane 1927 (Exact solution), Texas Central 4203.
 Central meridian is -100.333°.
 Grid Convergence at Surface is -1.589°.

 Based upon Minimum Curvature type calculations, at a Measured Depth of 21006.04ft.,
 the Bottom Hole Displacement is 10946.11ft

Operator.................: OXY, Texas, USA Inc
Field....................: Reeves County, TX
Well.....................: Weinert State 34-39-1S 81H        
Spud date................: 01-Jan-1990
Last survey date.........: 01-Jan-1990
Total accepted surveys...: 224
MD of first survey.......:     0.00 ft
MD of last survey........: 21006.04 ft

----- Survey calculation methods-------------
Method for positions.....: Minimum Curvature                 
Method for DLS...........: Mason & Taylor

----- Depth reference -----------------------
Permanent datum..........: Mean Sea Level                    
Depth reference..........: GL 2657' + 26.5' KB
GL above permanent.......:   2657.00 ft
KB above permanent.......:   2683.50 ft
DF above permanent.......:   2683.50 ft

----- Geomagnetic data ----------------------
Magnetic model...........: HDGM
Magnetic date............: 08-Apr-2019
Magnetic field strength..:   47146.00  nT
Magnetic dec (+E/W-).....:       6.83 degrees
Magnetic dip.............:      59.12 degrees

----- Corrections ---------------------------
Magnetic dec (+E/W-).....:       6.833 degrees
Grid convergence (+E/W-).:      -1.59  degrees
Total az corr (+E/W-)....:       8.42  degrees
